path,sheet,test_name,message,issues,example
data/data.csv,data,special_characters,Special characters found,"(94, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(95, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(95, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(96, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(96, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(97, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(97, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(98, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(98, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(99, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(99, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(100, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(100, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(101, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(101, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(102, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(102, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(103, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(103, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(104, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(104, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(105, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(105, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(106, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(106, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(107, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(107, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(108, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(108, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(109, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(109, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(110, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(110, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(111, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(111, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(112, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(112, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(113, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(113, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(114, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(114, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(115, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(115, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(116, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(116, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(117, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(117, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(118, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(118, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(119, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(119, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(120, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(120, (9, 'institutionID'))",https://ror.org/01h1jbk91
data/data.csv,data,special_characters,Special characters found,"(121, (6, 'license'))",http://creativecommons.org/publicdomain/zero/1.0/legalcode
data/data.csv,data,special_characters,Special characters found,"(121, (9, 'institutionID'))",https://ror.org/01h1jbk91
